,Content
1389,"Estivemos em Israel e vimos de perto o que eles não tem e o que eles são, mesmo no meio do deserto. O Nordeste brasileiro tem grande potencial para produzir, gerar empregos e prosperar, principalmente quando falamos em agricultura e energia limpa. É onde pretendemos avançar!"
1390,"Muita coisa vem sendo falada na tentativa de nos dividir e consequentemente nos enfraquecer. Não caiam nessa! Desde o início sabíamos que a caminhada não seria fácil, por isso formamos um time sólido e preparado para a missão de mudar o Brasil! Não há divisão!"
1391,"Aos que se preocuparam e fizeram suas orações na noite passada o meu muito obrigado! Tudo correu bem, graças a Deus e aos que estão cuidando de minha saúde e recuperação, faxineiros, enfermeiros, psicólogo, fisioterapeuta e médicos. Seguimos firmes! 👍🏻"
1392,"Infelizmente o professor e a professora hoje perderam sua autoridade em sala de aula. São muitos os relatos e registros de agressão, desrespeito e humilhação. Resgatar essa autoridade também é uma forma de valorizá-los. É preciso disciplina para avançarmos neste campo!"
1393,"Não são poucas as vezes que achamos que é o fim. Ninguém está imune a isso, mas todos podemos nos reerguer e seguir adiante. Não deixemos que nos digam que é impossível vencer sem trapaças, sem vender a alma. Isso pode ser alcançado se partir de cada um de nós. Boa noite a todos!"
1394,"Apoiar a Lava Jato é fundamental no combate à corrupção no Brasil. O fim da impunidade é uma das frentes que estanca o problema, outra é atacar a corrupção na sua raiz, pondo fim nas indicações políticas do governo em troca de apoio. Nós temos a independência necessária para tal!"
1395,"O Brasil mostrado nas propagandas eleitorais está longe de ser o que vivemos na realidade. Enquanto marketeiros formulam palavras bonitas e narram um conto de fadas, as pessoas estão presas dentro de suas próprias casas; mães esperam angustiadas pela chegada de seus filhos."
1396,"Acomodados com a velha política suja, muitos duvidaram de nossa seriedade numa disputa presidencial. Hoje temos um respeitável e crescente time, cujo centro das ideias une conservadores, liberais, cristãos, ateus e outros muitos, visando um bem comum: o Brasil e nossa liberdade!"
1397,"Continuamos à frente na disputa, contando com a espontânea ajuda de sempre que parte de cada um de nós, dentro das condições possíveis. De forma alguma estamos fora do pleito! Não daremos esse gosto a quem desejou este desfecho! Brasil Acima de Tudo! Deus acima de todos!"
1398,"Boa tarde! Novamente gostaria de agradecer as orações e votos de apoio, carinho e consideração! O momento nos une e fortalece. Estamos em boas mãos. Aproveito para lembrar que tão grave quanto a corrupção, é tentar roubar a nossa liberdade."
1399,Estou bem e me recuperando! 👍🏻
1400,"Queremos manter os incentivos à cultura, mas para bons artistas que agregam valor, que estão iniciando suas carreiras e não possuem estrutura. O que deve acabar é dinheiro publico financiando absurdos como oficinas de masturbação ou ""peças"" com pessoas cutucando seus orifícios!"
1401,"Impunidade, desarmamento, indicações políticas e corrupção geraram e continuam alimentando os maiores problemas do Brasil: violência, ineficiência do Estado e desemprego. Tão importante quanto fazer coisas novas, é desfazer essa estrutura criminosa criada pelos últimos governos!"
1402,"Na Câmara, sempre votei ao lado de minha consciência, de acordo com o contexto de cada situação. Ser citado no STF como o único da base que não se vendeu no mensalão prova isso. Não tem essa de igual ao PT. Se fosse verdade, o próprio PSDB sinalizaria apoio a mim em um 2° turno."
1403,Vale lembrar que o Brasil não é uma facção criminosa para ser comandado de dentro da cadeia. Boa noite a todos! 👍🏻
1404,"Historicamente são milhares as fraudes no Bolsa Família, que vão de políticos até curioso caso de animal doméstico. São milhões que deixam de chegar às famílias que realmente  precisam, perpetuando a miséria. Garantir a destinação correta já resultará num grande impacto positivo."
1405,"O problema da Venezuela não tem a ver com militar, tem a ver com comunismo, essa ideologia desprezível e assassina que conhecidamente destrói tudo por onde passa. O PSDB desvia o foco do problema porque é conivente com o mesmo. Todo mundo sabe disso!"
1406,"Do nosso plano energético para o Brasil, o Nordeste será um dos mais beneficiados. Sabemos de seu alto potencial para ser base de uma nova matriz de energia limpa e renovável, gerando empregos, investimentos e desenvolvimento de novas tecnologias junto a instituições locais."
1407,Você gostaria de que sua filha ficasse sem merenda escolar?
1408,Bom final de semana a todos! 👍🏻
1409,"Sábado, 01/setembro ás  12hs, pousaremos em Rio Branco/AC. Agradeço a presença de todos."
1410,"Estamos presenciando um exemplo prático do que é um país com sua soberania ameaçada. Justiça, investigacões, leis, penas, nada disso tem significado diante desta situação. Parte de nossa missão é justamente garantir essa soberania para que nossas leis sejam devidamente cumpridas!"
1411,"Sobre ""não é na bala que se resolve"": Flores não garantem a paz. Que os ""santos"" que repetem este bordão deixem de andar com carro blindado e seguranças armados que passo a acreditar em suas propostas."
1412,"BANDIDO armado até os dentes atirando em homens, mulheres e crianças inocentes só se resolve na bala. Quem não considera este fato ignora a própria realidade que estamos vivendo e esse é um sinal de que tudo permanecerá do mesmo jeito. Nós entendemos e buscaremos a mudança!"
1413,"A violência no Brasil já passou da linha do absurdo há muito tempo e quanto mais recuamos, mais a bandidagem avança. Quando adotamos o espírito de cordeiro na esperança de misericórdia, o criminoso na realidade entende que pode tudo e que é o senhor da sua vida. Isso vai acabar!"
1414,"Os dados citados pela jornalista da Globo sobre mortes por homofobia são totalmente constetáveis pois não se baseiam em inquéritos policiais, mas em matérias de jornal. É um desrespeito aos homossexuais que também sofrem com violência mas são tratados como ferramenta ideologica."
1415,"Em alguns instantes entraremos ao vivo no Jornal Nacional. Desde já agradeço a todos pelo apoio! Para acompanharmos os comentários nas redes, vamos usar a hashtag #BolsonaroNoJornalNacional 🇧🇷👍🏻"
1416,"Quero acreditar que a matéria divulgada na imprensa sobre estudantes de escolas militares custarem mais ao país não tenha sido em tom crítico. Investimento maior na educação básica deve ser regra e o Brasil tem potencial para aplicá-la sem maiores problemas, basta independência."
1417,"Não sou homofóbico. Não acho que ninguém deve ser estuprado. Não defendo que mulher deve ganhar menos. Não sou racista. Estou firme com Paulo Guedes. Não quero dar porte de arma para criança.

Como não poderei ir a algumas sabatinas por questão de agenda, já adianto as respostas!"
1418,"Se possível, peço que pesquise e assista a entrevista do economista Paulo Guedes na Globo News (23/08). Como nunca negamos, sempre estivemos dispostos a aprender e somar com quem demonstre o real interesse nas mudanças que o Brasil precisa. Grato sempre pela consideração! 👍🏻"
1419,"Meus sentimentos aos parentes e amigos dos três Policiais Militares que foram executados na tarde de hoje, na Vila Manoel Sátiro, em Fortaleza, Ceará. É inadmissível que este tipo de barbaridade esteja acontecendo diariamente em nosso país. Que Deus conforte as famílias!"
1420,"Se ONGs de Direitos Humanos querem dedicar seus esforços na defesa da inversão de valores, aborto, bandidos etc, que o faça, mas NÃO TERÃO UM CENTAVO do Governo se nós chegarmos lá. Boa tarde a todos!"
1421,"Desde o início temos atendido gentilmente a diversos convites para entrevistas, sabatinas e debates no Brasil inteiro, quase sempre em ambientes conhecidamente desfavoráveis. Seguiremos buscando atender aos convites com boa fé, sem comprometer nossa agenda. Um abraço a todos!"
1422,"Como já foi falado, reafirmo aqui meu compromisso de extraditar o terrorista Cesare Battisti, amado pela esquerda brasileira, imediatamente em caso de vitória nas eleições. Mostraremos ao mundo nosso total repúdio e empenho no combate ao terrorismo. O Brasil merece respeito!"
1423,"VENEZUELANOS EM RORAIMA: há mais de um ano, muitos vídeos vem sendo publicados no youtube e mostram nossa postura sobre o assunto e as derivações da irresponsabilidade dos governos brasileiro e venezuelano."
1424,"Há mais ou menos 2 meses falei em entrevista que já teria tirado o Brasil do conselho da ONU, não só por se posicionarem contra Israel, mas por sempre estarem ao lado de tudo que não presta. Este atual apoio a um corrupto condenado e preso é só mais um exemplo da nossa posição."
1425,"Nossa equipe está sendo formada visando um governo bem-sucedido sem a obsessão pelo poder. Sem marketeiros, sem falsas promessas, sem discurso pronto e sem indicações políticas. Somos os únicos realmente em condições de mudar o Brasil! Boa noite a todos e fiquem com Deus!"
1426,"A independência é o único caminho para ter um governo que atenda às demandas da população, que são em primeiro lugar SEGURANÇA e EMPREGO! Sem estar livre de acordões, tudo que é falado daí em diante não passa de conversa pra boi dormir. #CapitãoBolsonaro"
1427,Seguimos firmes!👉🏻👉🏻 #JairMessiasBolsonaro
1428,O twitter já derrubou 3 de nossas hashtags quando estavam nos trending topics:  #VotoBolsonaro17 #BolsonaroPresidente17 e #BolsonaronaRedeTV ! Vamos agora com nosso nome: #JairMessiasBolsonaro
1429,"Daqui a pouco, às 22H (hora de Brasília), debate dos presidenciáveis na RedeTV! Nos vemos lá! 👍🏻🇧🇷 #VotoBolsonaro17"
1430,"Encaro o momento como uma missão. Todos estamos no mesmo barco e só sairemos da lama se remarmos contra a maré da corrupção e ineficiência, causadas pela atual forma de fazer política no Brasil, que será mantida pelos meus adversários. O desafio é difícil, mas estamos preparados!"
1431,"Livre de acordões com corruptos para atender aos interesses da nação e  não de partidos políticos; Contra o aborto; A favor da redução da  maioridade penal; Por fim, um presidente que seja honesto, patriota e tenha Deus no coração. VAMOS JUNTOS MUDAR O BRASIL! 👉👉"
1432,O brasileiro desta vez tem a opção de escolher um Presidente que pegue FIRME CONTRA A BANDIDAGEM que apavora a população; Contra saidinha nas prisões; A favor do LIVRE MERCADO; Contra ideologia de gênero e doutrinação ideológica nas escolas; CONTRA O DESARMAMENTO;
1433,"Ao chamar o eleitor de Bolsonaro de irracional, o Estadão está ofendendo milhões de brasileiros que simplesmente estão cansados dos modelos de governo que tomaram de conta do Brasil nas últimas décadas. Ridículo!"
1434,"Procuraram minha mãe, caluniaram meu pai, reviraram minha infância e agora atacam uma funcionária que além de sua função tirava uma renda extra, como qualquer brasileiro humilde. A imprensa tenta me tornar criminoso, mas nem ela acredita, senão estaria me bajulando até na cadeia."
1435,Entregamos ao TSE o nosso Plano de Governo. Logo estará disponível para todos. Vamos com tudo em busca de um Brasil diferente do atual!
1436,Grato pelos que assistiram ao debate até este horário. Somos os únicos verdadeiramente capazes de fazer as mudanças necessárias para colocar o Brasil nos trilhos sem estar refém de partidos e do sistema. Boa noite e fiquem com Deus! 🇧🇷
1437,"Pow @Twitter , “ajuda nóis” ai! Tirar nossas hashtags toda hora do ar não é legal! Deixa a gente liderar democraticamente! Liberdade na internet e imprensa as quais sempre defendemos, diferentemente dos demais que pregam suas regulações! Forte abraço! #BolsonaroNaBand 👉🏻👉🏻"
1438,#BolsonaroNaBand 👍🏻
1439,"Daqui a pouco, às 22H, debate na Bandeirantes. Conto com o apoio de todos 👍🏻🇧🇷 #EstouComBolsonaro #Bolsonaro2018"
1440,#DireitaAmordaçada
1441,"Dizem que nós estamos em guerra. Que guerra é essa que só um lado pode atirar? Se o policial atira no vagabundo, dificilmente ele não vai pra cadeia, se não atira, dificilmente não vai pro cemitério."
1442,"Não entro no mérito do que acham os que hoje comandam a Globo. Apenas lembrei o que disse o senhor Roberto Marinho, falecido em 2003, sobre o Regime Militar. A nota de mea-culpa citada por Miriam Leitão foi lançada 10 anos após sua morte."
1443,Obrigado aos que assistiram à minha entrevista de hoje na Globo News. Vamos adiante! Um bom fim de semana a todos! 🇧🇷👉
1444,#BrasilContraOaborto 👍🏻
1445,"O Brasil ocupa posição vergonhosa no Ranking Internacional de Educação. Pude ver de perto o modelo educacional da Coreia do Sul, por exemplo, hoje um dos melhores. Enquanto lá estimulam o raciocínio lógico nos mais jovens, aqui priorizam sexo e ideologias. Não tem como dar certo!"
1446,"Enquanto insistem em falar de ""ditadura"", o povo está sofrendo com mais de 14 milhões de desempregados, com mais de 60 mil homicídios por ano, com mais de 50 mil mulheres estupradas. É disso que o povo quer saber. Eu vencendo, é daqui pra frente!"
1447,"O acontece em Fortaleza nesta semana e no Brasil como um todo nas últimas décadas é reflexo de um país onde reina a impunidade e a priorização dos vagabundos. É preciso mudar esta mentalidade, não há razão para atender bandido antes do que quer a população: segurança e liberdade."
1448,"Hoje estarei no programa Roda Viva, na TV Cultura, às 22:15."
1449,"Por representar um risco à esquerda na sua intenção de controlar a mídia, sou um dos alvos favoritos de mentiras e distorções maldosas veiculadas pela mesma, que atua grande parte à serviço da própria esquerda. É a imprensa lado a lado com quem mais ameaça sua liberdade. Irônico!"
1450,"#MulherescomBolsonaro: Tomei conhecimento sobre a hashtag e tive o prazer de ler muitas declarações de apoio e consideração as quais fico extremamente honrado. Agradeço e deixo aqui um forte abraço às mulheres, sempre tão importantes no desenvolvimento do nosso Brasil!"
1451,Hoje crescente parte da imprensa acordou com vontade maior que o normal para criar factoides a nosso respeito.Kkk.Não tenho obsessão pelo poder.O que tiver que ser será!Seguimos fazendo nosso trabalho!Pesquise e tire suas conclusões!No final será o que Deus e o 🇧🇷 quiserem!👍🏻
1452,👉👉
1453,"Domingo, 22/julho, convenção PSL, homologação de candidatura Presidente da República . Av. Paulo de Frontin, 01- a partir das 9:00AM - Centro (Rio de Janeiro-RJ). Vamos, juntos, mudar o Brasil. 👍🏻"
1454,Bom final de semana a todos 👍🏻.
1455,A maioria da imprensa cria falsa narrativa como se tivesse sido descartado por fulano e cicrano. Jamais me comprometi com nenhum dos citados. Sempre deixei claro que meu partido é o povo e agora tentam desonestamente inverter a situação para mais uma vez nos descredibilizar!
1456,"“Santo” entre aspas também é uma ironia ou pode ser um codinome, assim como cremos que chuchu siga a mesma linha. Note que a lingua portuguesa permite diversas contextualizações e podem ser usadas de muitas maneiras!"
1457,"Caso a PEC da ""bengala"" não tivesse sido aprovada e Dilma impedida, esse petista do TRF-4 hoje seria ministro do STF. Cabe hoje ao Lula contar com a eleição de alguém que lhe garanta o indulto para 2019. E todos sabem quem são estes possíveis!"
1458,"O politicamente correto é uma das táticas da esquerda para fazer o que sempre fizeram em países que implementaram seu plano de poder: aos simpatizantes tudo, aos adversários a forca e à população o controle, a mordaça e nada mais."
1459,Infelizmente o youtube retirou o vídeo do ar de uma maneira rápida jamais vista!
1460,"“Não há covardia mais torpe que a covardia da inteligência, a burrice voluntária, a recusa de juntar os pontos e enxergar o sentido geral dos fatos.” @OdeCarvalho"
1461,"Canais do youtube como os de @OdeCarvalho , @padre_paulo @moura_101 , @bernardopkuster , @tradutores e tantos outros são ótimas fontes de informação que contrapõem muitos pontos omitidos pela maior parte da grande mídia! Boa noite a todos! 👍🏻"
1462,"Na programação do Festival de Inverno de Garanhuns/PE, a exibição da peça ""O Evangelho segundo Jesus, a rainha dos céus."" A quem interessa retratar a imagem de Cristo como transexual? Isso é liberdade de expressão? É arte? É cultura? Nosso repúdio e protesto. Deus salve o Brasil."
1463,"O dia de hoje marca exatos 50 anos da morte do Soldado Mario Kozel filho, assassinado em um atentado com carro-bomba organizado pelo grupo comunista e terrorista Vanguarda Popular Revolucionária, ao qual fazia parte Dilma Rousseff."
1464,"Um chefe de Estado deve tomar posições, decidir, mostrar a todos sua verdadeira face. Sempre me posicionei contra a liberação das drogas e aborto.
Marina ao sugerir plebiscito, sem dizer sua posição para temas tão relevantes, se esquiva e lava suas mãos no politicamente correto."
1465,Os Estados Unidos acabam de deixar o tendencioso e parcial Conselho de Direitos Humanos da ONU. Boa noite a todos!
1466,"Tenho independência para trabalhar e planejar. Já recusei diversas ajudas financeiras significativas que pudessem acabar com essa independência. Não quero dever nada pra ninguém, não há governo que corresponda positivamente assim. Ou chego ao poder independente ou não chego!"
1467,"Marina Silva gosta de apelidar seus adversários com nome de animais da Amazônia. Jair Bolsonaro ela apelidou de ""hiena."" (O Globo, 17/junho, pág 3). Imagine se eu assim o fizesse? Um bom domingo a todos."
1468,👍🏻
1469,Parabéns @RealDonaldTrump por esta grande conquista em prol da liberdade e paz mundial! / Congratulations @RealDonaldTrump for this great achievement in favor of freedom and world peace! 🇧🇷 🇺🇸
1470,"Até ontem alguns sequer falavam meu nome, não crendo que os brasileiros desejariam uma política diferente do tradicional toma lá, dá cá, responsável pela corrupção generalizada em nosso país. Agora imploram por atenção porque mesmo com estrutura continuam irrelevantes. Não terão!"
1471,Boa tarde 👍🏻.
1472,"Com ajuda de todos, nossas ideias para um Brasil melhor têm alcançado cada vez mais pessoas. Juntos estamos provando que é possível fazer diferente dos que querem o poder a todo custo e é isso que poderá garantir um governo que priorize os brasileiros e não partidos políticos."
1473,Parabenizo os caminhoneiros pela luta justa contra mazelas que atingem a população causadas pela corrupção enraizada em nosso país. Peço sabedoria para que tudo volte à normalidade antes que a situação piore e caia na conta de vocês o que é de total responsabilidade do governo.
1474,"O Governo de forma covarde trabalha para colocar na conta dos caminhoneiros a responsabilidade pelos futuros prejuízos causados pela paralisação, deixando em segundo plano seu total descaso às reivindicações da população e sua inércia."
1475,"Reduzir ministérios, privatizar e até extinguir parte das estatais e dar nomes qualificados antecipadamente visando crescimento e não vitória em eleições são armas fortes contra a corrupção e ineficiência. Pensamos diferente! Insistir no mesmo de sempre é manter o Brasil na lama!"
1476,"Por que jogar na conta da população se há alternativas para conter gastos? Esse é o problema de usar estatais e ministérios como moeda de troca em eleições, você não pode cortá-los pois estará cortando suas próprias pernas, a chamada “governabilidade”. Nosso objetivo é diferente!"
1477,"- Enquanto persistir desconfiança em nosso sistema eleitoral a classe política continuará na UTI.
- O voto impresso é o antibiótico que poderá mudar os destinos do Brasil. 
- Essa pauta é de todos nós."
1478,Nossa candidatura é irrelevante perto da crise nacional. Penso apenas no futuro do país. O povo tem que mostrar que o patrão são vocês e não os políticos. Desse movimento pode surgir um novo Brasil.
1479,"A QUE PONTO CHEGARÃO? Primeiro a imprensa mente ao publicar que estive com Waldemar da Costa na semana passada. Agora diz que aceno para corruptos e condenados. É a velha imprensa de sempre, não sabem fazer outra coisa a não ser mentir e mentir."
1480,"Geraldo Alckmin me rotula de atrasado por meus votos no passado. Um dos votos que mais me orgulha foi o contra a reeleição de FHC. Não aceitei a propina do seu partido PSDB. Concluo, Sr Alckmin, estou aguardando alguém da sua laia me chamar de corrupto."
1481,"Além da jovem que foi brutalmente assassinada por não conseguir  desbloquear o celular em um assalto ontem no RJ, mais um policial foi morto após ser identificado pelos bandidos. Um verdadeiro inferno! No que depender de nós, essa ESCÓRIA terá o tratamento que merece!"
1482,Parabéns mães! Um presente verdadeiro é possibilitar que durmam mais tranquilas sabendo que seus filhos voltarão seguros para suas casas além de um estado com menos interferência em muitas esferas. É possível termos força para começarmos isso a partir de 2019! Um forte abraço!
1483,"Presente no 210° aniversário do Corpo de Fuzileiros Navais de todo o Brasil no RJ. Um forte abraço, Guerreiros!"
1484,"- Nesse primeiro de maio todos os pré-candidatos foram convidados pelos sindicatos para os festejos. Apenas um pré-candidato NÃO foi convidado: Jair Bolsonaro.
- Foi minha melhor notícia do dia!"
1485,"Paraguai à Direita. Parabéns Mário Abdo Benítez. No campo de batalha ideológico os inimigos da democracia, do progresso e da família devem ser dizimados nas urnas. Em outubro será a vez do nosso povo bradar: ""Brasil acima de tudo! Deus acima de todos!"""
1486,21 de abril: Meus parabéns e reconhecimento ao duro trabalho dos Policiais Militares e Civis de todo Brasil por seu dia. Em um futuro próximo melhores dias virão para todos os cidadãos de bem! Um forte abraço extensivo a toda corporação! Brasil Acima de Tudo! Deus acima de todos!
1487,"Ninguém vê qualquer um desses que me acusam de ser antidemocrático se posicionarem contra o controle da mídia e internet, que, quando livres, ajudam a sustentar a democracia e se tornam uma grande resistência ao plano de poder da esquerda e suas várias faces."
1488,🇧🇷
1489,Boa noite 👍🏻🇧🇷!
1490,"O partido do Exército é o Brasil. Homens e mulheres, de verde, servem à Pátria. Seu Comandante é um Soldado a serviço da Democracia e da Liberdade. Assim foi no passado e sempre será. Com orgulho: ""Estamos juntos General Villas Boas."" Jair Bolsonaro / Capitão / Deputado Federal."
1491,"- Com pesar comunico o passamento de meu Chefe de Gabinete, Capitão QAO Jorge Francisco... leal amigo de 20 anos.
- Pedimos a Deus conforto de sua família e amigos."
1492,"Quem desconsidera o plano de poder e a ideologia por trás da corrupção observada em nosso Brasil, ou é muito inocente, ou está com más intenções."
1493,"A esquerda quer a apuração imediata dos tiros no ônibus do Lula. E quanto aos tiros que mataram Celso Daniel, alguém ouviu o PT querer sua elucidação? Sempre viveram de mentiras, cadáveres e miséria  produzidos por eles mesmos."
1494,"A mídia age de má fé novamente, agora alegando que defini quem será o Ministro da Cultura baseando-se em um vídeo descontraído. Fake News! Não escolhi ministro da cultura, até porque, chegando lá, nem existirá esse Ministério, será uma secretaria dentro do Ministério da Educação."
1495,"Nessa quarta-feira, 28 de março, estaremos em Curitiba com Delegado Francischini. Às 11h30 pousarei no aeroporto Afonso Penna. Desde já agradeço todo apoio e consideração."
1496,Cientistas descobrem do leite do ornitorrinco proteína capaz de combater superbactérias. Em nossa viagem à Ásia o interesse pela biodiversidade Amazônica se fez presente.
1497,Boa noite 👍🏻.
1498,"A fusão dos ministérios da Agricultura e Meio Ambiente coloca um fim na indústria das multas, bem como leva harmonia ao campo. Vale lembrar que seu titular seria indicado pelas entidades dos produtores."
1499,Valeu 👍🏻.
1500,"Com a descentralização, são 3 coelhos numa cajadada só: seca mais uma fonte de corrupção, fruto da relação promíscua entre as esferas Federal, Estadual e Municipal que o atual modelo causa; efetividade no combate aos problemas de cada região; governabilidade sem o toma lá, dá cá."
1501,"Ninguém conhece melhor os problemas de uma cidade do que aqueles que nela vivem, por isso é necessário descentralizar o poder que hoje se concentra em Brasília, de modo que governos e prefeituras tenham mais autonomia sob os recursos destinados."
1502,"Temos buscado nomes qualificados para compor nosso time, que será bem menor, antes de qualquer resultado. Na prática, é a garantia de uma equipe comprometida com os interesses da nação e não com partidos políticos, que é o que tem mantido o Brasil na lama nos últimos governos."
1503,"Privatizações são bem vindas, mas vou além: algumas de nossas estatais precisam ser extintas!"
1504,"Nossa passagem por Israel, Estados Unidos, Japão, Coreia do Sul e Taiwan tem deixado cada vez mais claro o norte que queremos para o nosso Brasil, algo bem diferente do que foram os governos anteriores, simpáticos a regimes comunistas, fiéis e adestrados pelo Foro de São Paulo."
1505,"Um dos principais focos da violência é a corrupção. Criar ministério, longe de combatê-la, recrudesce."
1506,"Sou contra a criação de qualquer outro Ministério, contudo o possível surgimento da Segurança somente teria alguma lógica se Governo nomeasse para a Defesa um Oficial-General de 4 estrelas (último posto)."
1507,"Quando falamos de educação de qualidade, não estamos tratando apenas de investimentos, mas da aplicação correta destes, além da desintoxicação do ensino, que tem sido usado para formação de militância partidária. Isso é decisivo para o Brasil voltar aos trilhos do conhecimento!"
1508,"Nossa ida à Ásia demonstra nosso desejo de darmos novas e boas referências aos nossos jovens e ao Brasil. Esperamos voltar com mais ideias em favor do crescimento do nosso país, priorizando a educação na base, o desenvolvimento, o respeito ao professor e a qualificação do aluno."
1509,"Com controle do pensamento, índices bastante duvidosos, manipulados e ausência em rankings reconhecidos, Cuba sempre foi a referência do PT, PMDB, PSDB, PSOL, PCdoB e toda a esquerda que dominou o país nas últimas décadas, o que reflete bem nossa atual situação."
1510,"Leis, normas e diretrizes que colocam todos os cidadãos cada dia mais vulneráveis à violência. Somente transformando a cultura da defesa de direitos humanos que defende somente os direitos de quem não era para ter direito é que começaremos o verdadeiro crescimento de nosso país."
1511,Os melhores textos com análises precisas sobre a atual conjuntura política do Brasil que tenho lido foram escritos por alunos ou admiradores de @OdeCarvalho. Claro que não é coincidência! O que ele tem feito até hoje no campo cultural nenhum grupo foi capaz de fazer em décadas.
1512,"Lula, sem passaporte, será preso se tentar sair do Brasil. Podemos dizer que ele está exatamente na mesma situação em que se encontram os cubanos do programa ""Mais Médicos."""
1513,"Temos nos empenhado ao máximo na busca de soluções viáveis para nossa economia enfim acontecer, mas de nada adiantará se o cidadão e a cidadã ainda não puderem andar nas ruas sem medo de assalto, estupro, sequestro, e outras barbaridades. É fato: não há liberdade sem segurança!"
1514,"Qualquer política que tenha como consequência a segregação da sociedade, como se os fins justificassem os meios, não receberá nosso apoio. Chega de colocarem pais contra filhos, homens contra mulheres, negros contra brancos. Para o Brasil voltar a crescer, também é preciso união!"
1515,"As privatizações, mais que combater a corrupção, é um duro golpe nos hospedeiros do socialismo, isso mesmo estaremos cortando a fonte de renda dos comunistas."
1516,"""O plano de Lula e o PT, via assalto aos bens públicos, era o Poder absoluto, com o fim da liberdade do povo brasileiro. Espero que Lula, como chefe dessa organização criminosa, prove do próprio veneno no próximo dia 24."""
1517,"Hoje, às 18h30, na ABAVAR de Registro/SP, conversaremos com produtores que mantêm a economia da região. Acompanhe ao vivo em nosso Facebook. 👍🏻"
1518,"Não tenho nada a ver com a vida privada de quem quer que seja, nem incentivo ofensivas neste sentido. Há anos me atacam e, ao contrário do que tentam rotular, sempre respeitei a liberdade de expressão. Nosso foco é no Brasil. Temos muitos problemas importantíssimos para resolver!"
1519,"A favorita para vencer o pregão das urnas eletrônicas, nada mais é do que a sempre usada em situações suspeitas, SMARTMATIC. Continuamos insistindo para a aplicação da lei do voto impresso desde sua fase embrionária."
1520,"Hoje (sexta-feira - 12/01/2018 - 19:30h) estarei ao vivo, com Boris Casoy, na @RedeTV , tratando de temas nacionais relevantes! Será um prazer ter sua companhia! Um forte abraço e até lá!"
1521,"Perguntado quem seria meu marketeiro, respondi: eu mesmo e a Folha de São Paulo."
1522,"A realidade é dura para meus adversários. Precisam se conter em apontar pra mim e me chamar de bobo e feio, enquanto suas opções são bandidos, criminosos, mau caráter, corruptos, canalhas, desonestos, e por aí vai."
1523,"O Brasil vive a maior campanha de assassinato de reputação de sua história recente protagonizada pela grande mídia. Chega a ser cômico, com tanto escândalo e crime dentro da política, a pauta são minhas ações lícitas. Escolheram viver no mundo da fantasia onde eu seria o mau."
1524,"A fake news tem espalhado que a vice presidência estaria acertada em caso de possível eleição presidencial. Em nenhum momento isso foi exigido. É consenso ter um nome forte e que agregue, como já dito. E isto ocorrerá brevemente! Um abraço a todos!"
1525,"O terreno onde há mais esquerdopatas em ação é o twitter. Pessoas com pensamentos diferente deles, têm que se mobilizar e os contrapor com a verdade também nesta rede social. Suas ideias precisam ser combatidas por todos os campos. Certo que o jogo vai virando e logo chegarão lá!"
1526,"O NOVO MOVIMENTO DOS CANALHAS: É boçal ver o desespero indutivo da mídia com Lulla não disputando as eleições. Torcem como se todos migrassem para o também investigado por corrupção, Alckmim, ou descesse um Anjo do Céu como novo querido do Sistema corrupto, derrotando Bolsonaro."
1527,A população latino-americana está dando o seu recado após sucessivos fracassos e crimes da esquerda em todos os países onde imperou! O Foro de São Paulo está com os dias contados. Boa noite a todos e fiquem com Deus!
1528,"Parabéns Sebastian Piñera pela vitória nas eleições! Desejo um excelente governo, e que o Chile continue sendo muitas vezes exemplo e referência política e econômica para o Brasil."
1529,"Há pouco tempo mal ouvíamos falar de globalismo, Foro de São Paulo, etc. Tivemos hombridade e humildade para escutar e levar adiante a luta contra essas bandeiras enquanto muitos continuaram e continuam a tratá-las como teoria da conspiração. Essa é a diferença entre nós e eles!"
1530,"O ex-motorista do terrorista Mariguella, senador do PSDB, citado na Lava Jato e Ministro de Temer disse que minhas ideias não enchem uma xícara. Ele deve se sentir superior porque as dele transbordam um vaso sanitário!"
1531,"Urna eletrônica invadida em teste público realizado sexta-feira, 01/12/2017. Resultado mais que previsível! O voto  impresso vem para garantir que o eleitor terá autonomia em 2018. É por isso que o sistema está tentando barrá-lo a todo custo, por questão de sobrevivência."
1532,"O STF decidiu manter o Mais Médicos. Na prática, isso representa mais de 1,3 bilhão do nosso dinheiro para a ditadura cubana para manter agentes sem  comprovação de capacidade e aptidão em nosso país, enquanto nossos médicos estão abandonados e sem condições para trabalharem."
1533,"Tenho dito em todas as oportunidades: jamais me coloquei como salvador da Pátria. Sou uma alternativa aos que aí estão. A mudança depende principalmente do empenho de cada um em tornar o Brasil num país tranquilamente melhor, livre da corrupção e dos males do socialismo!"
1534,O Brasil tem jeito! Boa noite a todos! 👍🏻🇧🇷
1535,"Perceba que tentam me pegar de qualquer jeito e como não conseguem, então miram meus garotos de forma raivosa e facilmente rebatida. Mas cadê essa saúde toda para com todos os outros? Não há. É Flávio, Carlos, Eduardo e as pessoas de bem contra todo o Sistema! Seguimos evoluindo!"
